file size : 2007040
2006231 match_rate : 0x805aef5d 0.0
2006231 match_rate : 0x805aef5e 0.0
2006231 match_rate : 0x805aef5f 0.0
2006231 match_rate : 0x805aef60 0.0
2006231 match_rate : 0x805aef61 0.0
2006231 match_rate : 0x805aef62 0.0
2006231 match_rate : 0x805aef63 0.0
2006231 match_rate : 0x805aef64 0.0
2006231 match_rate : 0x805aef65 0.0
2006231 match_rate : 0x805aef66 0.0
2006231 match_rate : 0x805aef67 0.0
2006231 match_rate : 0x805aef68 0.0
2006231 match_rate : 0x805aef69 0.0
2006231 match_rate : 0x805aef6a 0.0
2006231 match_rate : 0x805aef6b 0.0
2006231 match_rate : 0x805aef6c 0.0
2006231 match_rate : 0x805aef6d 0.0
2006231 match_rate : 0x805aef6e 0.0
2006231 match_rate : 0x805aef6f 0.0
2006231 match_rate : 0x805aef70 0.0
2006231 match_rate : 0x805aef71 0.0
2006231 match_rate : 0x805aef72 0.0
2006231 match_rate : 0x805aef73 0.0
2006231 match_rate : 0x805aef74 0.0
2006231 match_rate : 0x805aef75 0.0
2006231 match_rate : 0x805aef76 0.0
2006231 match_rate : 0x805aef77 0.0
2006231 match_rate : 0x805aef78 0.0
2006231 match_rate : 0x805aef79 0.0
2006231 match_rate : 0x805aef7a 0.0
2006231 match_rate : 0x805aef7b 0.0
2006231 match_rate : 0x805aef7c 0.0
2006231 match_rate : 0x805aef7d 0.0
2006231 match_rate : 0x805aef7e 0.0
